PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
3.2435492232983014,0.1135415415638485,0.615534557877713,0.5815409648749817,-0.7782279116865956,-0.4756309570590962,-0.22255453454154,0.9124487007312246,1.3628557057092898,-0.1909810737212683,-0.1651301864615106,0.0059706993973422,0.3049200599059681,-0.0847382590147168,0.3624717356384285,0.2067337767625672,0.0314901072279432,-0.0862503574881029,-0.6046861027603351,0.2119094084527466
0.7302356424987659,0.2318409079745245,1.1014256723573383,-0.2906493877562252,-0.8643648633523899,-0.2745303565135391,0.187808814398071,1.3402393610684131,0.4296250528007961,0.1117977450098387,0.3184214921072942,-0.0951665631395204,0.0527559736835459,-0.3286480650162671,-0.5124428962234426,0.8563806534204121,-0.0023936652204409,-0.2717609742885415,-0.1247867445008121,0.0936717884725603
-2.882846738589933,-0.543949342198016,0.1900906812733788,0.3725295744414125,0.2991754543223785,0.2221234527091598,0.345231360486281,-0.7635741643921492,0.6513057778978076,0.136385789900833,-0.1723500268727407,-0.1088791151953349,-0.5675835849990455,0.5612517230222664,-0.6284713734466605,0.0010421927944795,-0.1131655474806465,0.3360060007230113,-0.1274753367569775,0.1756923302960724
0.0165858319698543,-1.4144908113306378,-0.5030679050504412,-0.0275677991061839,-0.3940804666756584,0.7359965450503712,-0.7728464068014699,0.0137191394294199,-0.1759265768975302,-0.4094553049170536,-0.518580304841564,-0.5463077577869249,0.6755909433333456,0.1915388657721132,-0.0144393094464026,0.3847712680026345,-0.1894076074510812,0.216425492462034,-0.5129273552006179,-0.3389732580139293
0.6384833404424636,-0.0858637466796453,0.3372637300775867,-0.7521991316774609,-1.3452141903713135,0.4875749490483171,0.8239386956530095,0.6710109205826815,-0.2540562197200454,-0.5363183536803153,0.7815276237178407,-0.1731486437855036,-0.385617645481661,-0.5697235218487053,-0.2621931245511813,-0.5267066511744736,-0.5554317830235278,0.2337717130696862,-0.2820400261240162,-0.1180677163350463
-0.372957099619858,-2.846474217007477,-1.2996408839670544,0.4422598453457583,-1.1932804881000028,0.3911510696315019,0.2330356345282832,-0.5282419277741193,-0.1321505064209529,-0.2678255767924216,0.0657574238200042,0.7963873341189495,-0.0800092236542217,0.3042940972711391,-0.5833073598966659,-0.1291440079021039,-0.3359907011180469,0.5462048793893223,-0.1479579427624485,-0.3964859656754115
-1.1867314440967007,0.4979553924353518,-0.1928332495319652,-0.1889747026284548,1.5681652796562326,1.0223368250289129,-1.2496445345081983,1.08951322988085,-0.9614038908524404,-0.3782924324785482,-0.4284733518410884,0.0497399703102983,0.0190575698845194,-0.2212771952509966,-0.3439882198178998,0.1661720581891314,0.2075100521968817,-0.2443738008240569,0.127076184787905,0.0684283607994272
1.8754274288183397,-1.7317849212306236,-0.1539843000927197,0.1166754871709336,0.8000534221849936,0.0308844785806374,0.4327495563417508,0.0545205617035969,0.407719357724407,-0.527281852293646,-0.1112931713084989,-0.0391260169609847,0.3898815606529644,0.1132844962263553,-0.3064543717691826,-0.3243801268798741,0.0203370139644673,-0.7062501182021639,-0.3726484313991769,0.0217010772471391
2.672119114680293,-0.6673635397032471,-1.69860586659236,-0.8487641420518285,-0.2075148149201592,0.6353766321120411,0.2423408293144107,-0.2716344242872592,0.3595415672837116,0.2926474822239291,-0.3095439163910699,0.4102827365656007,0.2856559191104709,0.420509427920839,-0.1940777049582442,-0.0009654824383189,-0.1445010160274826,0.2111458751800953,-0.2107357385928765,-0.2646526031603674
-0.5529666762986911,1.4869037534227398,-0.3986328629642096,-0.25916705757072,0.1832082801223865,0.676125512611596,-0.2572743147021128,-0.1421867343150417,0.3243963272202864,-0.443794778850186,-0.0513613900613227,-0.8778835913560181,0.3230491282506299,-0.0893704349469094,0.2526758806149409,0.7442564177239702,-0.776209440750257,-0.5851512475554677,0.0645133239921913,1.0416163031951997
